Url,Address,Purchase Price,Units,County,Zip,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,
https://www.homes.com/property/1202-51st-ave-oakland-ca/m5x9m9x4wwfyf/,"1202 51st Ave, Oakland, CA 94601","$580,000",1,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/3695-stevenson-blvd-fremont-ca-unit-e215/0d7p6z5ylz0yf/,"3695 Stevenson Blvd Unit E215, Fremont, CA 94538","$499,000",1,ALAMEDACOUNTY,94538,"$2,120","$2,520","$3,080","$4,030","$4,750",
https://www.homes.com/property/734-46th-st-oakland-ca/2hfvvs5k1wkd8/,"734 46th St, Oakland, CA 94609","$499,000",1,ALAMEDACOUNTY,94609,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.homes.com/property/39034-guardino-dr-fremont-ca-unit-205/hfhwexrvsc641/,"39034 Guardino Dr Unit 205, Fremont, CA 94538","$460,000",1,ALAMEDACOUNTY,94538,"$2,120","$2,520","$3,080","$4,030","$4,750",
https://www.homes.com/property/1921-14th-ave-oakland-ca/jbb636cm1vhvv/,"1921 14th Ave, Oakland, CA 94606","$620,000",1,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/2724-las-aromas-oakland-ca/6jp6knjtz1xje/,"2724 Las Aromas, Oakland, CA 94611","$1,495,000",1,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.homes.com/property/31621-chicoine-ave-hayward-ca/pwsy0erhn5249/,"31621 Chicoine Ave, Hayward, CA 94544","$899,000",1,ALAMEDACOUNTY,94544,"$1,580","$1,880","$2,290","$2,990","$3,530",
https://www.homes.com/property/29212-harpoon-way-hayward-ca/6ps6njkjj0r84/,"29212 Harpoon Way, Hayward, CA 94544","$199,000",1,ALAMEDACOUNTY,94544,"$1,580","$1,880","$2,290","$2,990","$3,530",
https://www.homes.com/property/16700-rolando-ave-san-leandro-ca/6b3fmq6kzzvze/,"16700 Rolando Ave, San Leandro, CA 94578","$620,000",1,ALAMEDACOUNTY,94578,"$1,480","$1,760","$2,150","$2,810","$3,310",
https://www.homes.com/property/356-bolinger-terrace-fremont-ca-unit-68/h8qr83r87q87f/,"356 Bolinger Terrace Unit 68, Fremont, CA 94539","$660,000",1,ALAMEDACOUNTY,94539,"$2,330","$2,770","$3,380","$4,420","$5,210",
https://www.homes.com/property/11665-mines-rd-livermore-ca/c9mm8tmcn49ys/?l=glhp9z0h8kkdr,"11665 Mines Rd, Livermore, CA 94550","$3,950,950",1,ALAMEDACOUNTY,94550,"$1,940","$2,180","$2,640","$3,450","$4,070",
https://www.homes.com/property/16389-saratoga-st-san-leandro-ca-unit-e305/lnjs8f8zy1jcl/,"16389 Saratoga St Unit E305, San Leandro, CA 94578","$549,000",1,ALAMEDACOUNTY,94578,"$1,480","$1,760","$2,150","$2,810","$3,310",
https://www.homes.com/property/1926-francisco-st-berkeley-ca-unit-1/7szsevgvejz4v/,"1926 Francisco St Unit 1, Berkeley, CA 94709","$965,000",1,ALAMEDACOUNTY,94709,"$1,690","$2,010","$2,450","$3,200","$3,780",
https://www.homes.com/property/3548-monterey-blvd-oakland-ca/17qv4nptdesry/,"3548 Monterey Blvd, Oakland, CA 94619","$1,198,000",1,ALAMEDACOUNTY,94619,"$1,430","$1,700","$2,080","$2,720","$3,230",
https://www.homes.com/property/4101-howe-st-oakland-ca-unit-204/kp7z9t47hfbk1/,"4101 Howe St Unit 204, Oakland, CA 94611","$625,000",1,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.homes.com/property/23917-mayville-dr-hayward-ca/248emvjy9pdy2/,"23917 Mayville Dr, Hayward, CA 94541","$898,888",1,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.homes.com/property/1008-63rd-st-emeryville-ca/hfnbwyq538end/,"1008 63rd St, Emeryville, CA 94608","$899,000",1,ALAMEDACOUNTY,94608,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.homes.com/property/2407-telegraph-ave-oakland-ca-unit-506/g13r3g73f57tl/,"2407 Telegraph Ave Unit 506, Oakland, CA 94612","$475,000",1,ALAMEDACOUNTY,94612,"$1,690","$2,010","$2,450","$3,200","$3,780",
https://www.homes.com/property/4949-grizzly-peak-blvd-berkeley-ca/xhnnrtlel9ejx/,"4949 Grizzly Peak Blvd, Berkeley, CA 94705","$2,495,000",1,ALAMEDACOUNTY,94705,"$1,680","$2,000","$2,440","$3,190","$3,760",
PAGE https://www.homes.com/alameda-county-ca/p9/,STATUS CODE 200,HOMES.COM,ITEMS SCRAPED 320,PAGE 9,PAGE 9,PAGE 9,PAGE 9,PAGE 9,PAGE 9,PAGE 9,
https://www.homes.com/property/307-kauai-cir-union-city-ca-unit-307/jsp6vyq5781xx/,"307 Kauai Cir Unit 307, Union City, CA 94587","$300,000",1,ALAMEDACOUNTY,94587,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.homes.com/property/2511-12th-ave-oakland-ca/60j62m1tbk6m6/,"2511 12th Ave, Oakland, CA 94606","$625,000",1,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/27412-portsmouth-ave-hayward-ca/62y1z23z3zmp9/,"27412 Portsmouth Ave, Hayward, CA 94545","$899,999",1,ALAMEDACOUNTY,94545,"$1,770","$2,100","$2,570","$3,360","$3,960",
https://www.homes.com/property/32420-monterey-dr-union-city-ca/hlmlp15ebnhj4/,"32420 Monterey Dr, Union City, CA 94587","$1,699,000",1,ALAMEDACOUNTY,94587,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.homes.com/property/2216-e-25th-st-oakland-ca/dyxwxtvs3l9l8/,"2216 E 25th St, Oakland, CA 94606","$535,000",1,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/3141-california-st-berkeley-ca/lekqx38pd3qkj/,"3141 California St, Berkeley, CA 94703","$1,699,000",1,ALAMEDACOUNTY,94703,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.homes.com/property/4017-stanley-blvd-pleasanton-ca/35q5xryk6c0lk/,"4017 Stanley Blvd, Pleasanton, CA 94566","$1,799,995",1,ALAMEDACOUNTY,94566,"$2,100","$2,500","$3,050","$3,990","$4,700",
https://www.homes.com/property/2406-highland-ave-oakland-ca/094nwwhfww72d/,"2406 Highland Ave, Oakland, CA 94606","$698,000",1,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/31-windward-hill-oakland-ca/852kyfrgwbk45/,"31 Windward Hill, Oakland, CA 94618","$1,449,000",1,ALAMEDACOUNTY,94618,"$1,990","$2,370","$2,890","$3,780","$4,450",
https://www.homes.com/property/7365-claremont-ave-berkeley-ca/1xjw8f39f6rft/,"7365 Claremont Ave, Berkeley, CA 94705","$759,000",2,ALAMEDACOUNTY,94705,"$1,680","$2,000","$2,440","$3,190","$3,760",
https://www.homes.com/property/1642-orvieto-ct-pleasanton-ca/dys1lmy9q27n3/,"1642 Orvieto Ct, Pleasanton, CA 94566","$4,500,000",2,ALAMEDACOUNTY,94566,"$2,100","$2,500","$3,050","$3,990","$4,700",
https://www.homes.com/property/3487-pennsylvania-common-fremont-ca/tfedzpkwj1sd7/,"3487 Pennsylvania Common, Fremont, CA 94536","$695,000",1,ALAMEDACOUNTY,94536,"$2,030","$2,420","$2,950","$3,860","$4,550",
https://www.homes.com/property/1324-campbell-st-oakland-ca/xzvlvrpdm177z/,"1324 Campbell St, Oakland, CA 94607","$950,000",1,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/3444-chaplet-st-san-leandro-ca/kqk320m4xeyl1/,"3444 Chaplet St, San Leandro, CA 94577","$939,000",1,ALAMEDACOUNTY,94577,"$1,560","$1,850","$2,260","$2,950","$3,480",
https://www.homes.com/property/479-37th-st-oakland-ca/0j4r53khpwy90/,"479 37th St, Oakland, CA 94609","$1,059,000",1,ALAMEDACOUNTY,94609,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.homes.com/property/814-voyager-way-hayward-ca/t5fqmq6c7vw18/,"814 Voyager Way, Hayward, CA 94544","$598,000",1,ALAMEDACOUNTY,94544,"$1,580","$1,880","$2,290","$2,990","$3,530",
https://www.homes.com/property/4449-inyo-ct-fremont-ca/wz8qt2q7cz4x9/,"4449 Inyo Ct, Fremont, CA 94538","$1,550,000",1,ALAMEDACOUNTY,94538,"$2,120","$2,520","$3,080","$4,030","$4,750",
https://www.homes.com/property/6534-gwin-rd-oakland-ca/y5vbrcrs6nj27/,"6534 Gwin Rd, Oakland, CA 94611","$1,299,000",1,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.homes.com/property/3036-60th-ave-oakland-ca/bf14myzvfscx3/,"3036 60th Ave, Oakland, CA 94605","$649,000",2,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/9899-thermal-st-oakland-ca/gpltmytd8vcjr/,"9899 Thermal St, Oakland, CA 94605","$789,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/332-grafton-terrace-fremont-ca/tjry0wv9emjw9/,"332 Grafton Terrace, Fremont, CA 94539","$1,850,000",1,ALAMEDACOUNTY,94539,"$2,330","$2,770","$3,380","$4,420","$5,210",
https://www.homes.com/property/1001-oxford-st-berkeley-ca/p7bm0swq0lejg/,"1001 Oxford St, Berkeley, CA 94707","$1,740,000",1,ALAMEDACOUNTY,94707,"$1,760","$2,100","$2,560","$3,350","$3,940",
https://www.homes.com/property/3194-aylesbury-ct-castro-valley-ca/ytmrnhj74ln99/,"3194 Aylesbury Ct, Castro Valley, CA 94546","$1,379,000",1,ALAMEDACOUNTY,94546,"$1,600","$1,900","$2,320","$3,030","$3,580",
https://www.homes.com/property/6363-christie-ave-emeryville-ca-unit-1412/gxsg9m019gc8l/?l=qtyyq98t5ppvn,"6363 Christie Ave Unit 1412, Emeryville, CA 94608","$470,000",1,ALAMEDACOUNTY,94608,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.homes.com/property/16770-rolando-ave-san-leandro-ca/z669y64mf2dts/?l=y19bm8wrmqelc,"16770 Rolando Ave, San Leandro, CA 94578","$1,330,000",1,ALAMEDACOUNTY,94578,"$1,480","$1,760","$2,150","$2,810","$3,310",
https://www.homes.com/property/19100-crest-ave-castro-valley-ca-unit-21/qv47hc851dd5m/,"19100 Crest Ave Unit 21, Castro Valley, CA 94546","$585,000",1,ALAMEDACOUNTY,94546,"$1,600","$1,900","$2,320","$3,030","$3,580",
https://www.homes.com/property/unlisted-address/d970jslp9dls5/,Unlisted Address,"$7,500,000",2,ALAMEDACOUNTY,,1658,1969,2405,3144,3706,
https://www.homes.com/property/537-pacific-ave-alameda-ca/md9434nk8bn16/,"537 Pacific Ave, Alameda, CA 94501","$2,225,000",6,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.homes.com/property/7638-canterbury-ct-dublin-ca/r8dsdc5kwlh2f/,"7638 Canterbury Ct, Dublin, CA 94568","$1,275,000",1,ALAMEDACOUNTY,94568,"$2,490","$2,960","$3,610","$4,720","$5,560",
https://www.homes.com/property/2425-grant-st-berkeley-ca/7wbjq8135bchh/,"2425 Grant St, Berkeley, CA 94703","$3,695,000",10,ALAMEDACOUNTY,94703,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.homes.com/property/2857-75th-ave-oakland-ca/e0hcblj473pek/,"2857 75th Ave, Oakland, CA 94605","$699,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/1-kelton-ct-oakland-ca-unit-9d/3ktd0xk86dwsx/,"1 Kelton Ct Unit 9D, Oakland, CA 94611","$525,000",1,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.homes.com/property/4321-briar-cliff-rd-oakland-ca/zyrze600n9z9v/,"4321 Briar Cliff Rd, Oakland, CA 94605","$1,149,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/901-jefferson-st-oakland-ca-unit-309/sbbpz4bn7rleq/,"901 Jefferson St Unit 309, Oakland, CA 94607","$680,000",1,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/7856-garfield-ave-oakland-ca/w3dy5qjw5l8q5/,"7856 Garfield Ave, Oakland, CA 94605","$549,950",2,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/25-sea-view-ave-piedmont-ca/tlmt1eq1n3d87/,"25 Sea View Ave, Piedmont, CA 94611","$12,750,000",2,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.homes.com/property/2000-placer-dr-san-leandro-ca/gbbrj16r5w3yn/,"2000 Placer Dr, San Leandro, CA 94578","$689,000",2,ALAMEDACOUNTY,94578,"$1,480","$1,760","$2,150","$2,810","$3,310",
https://www.homes.com/property/3459-finnian-way-dublin-ca-unit-254/flw56k3f671sg/,"3459 Finnian Way Unit 254, Dublin, CA 94568","$850,000",1,ALAMEDACOUNTY,94568,"$2,490","$2,960","$3,610","$4,720","$5,560",
https://www.homes.com/property/23797-thurston-ct-hayward-ca/ymrzl0wprv8n1/,"23797 Thurston Ct, Hayward, CA 94541","$1,800,000",2,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.homes.com/property/1728-seventh-st-berkeley-ca/q7jltqwhmed8v/,"1728 Seventh St, Berkeley, CA 94710","$2,100,000",7,ALAMEDACOUNTY,94710,"$1,630","$1,940","$2,370","$3,100","$3,650",
PAGE https://www.homes.com/alameda-county-ca/p10/,STATUS CODE 200,HOMES.COM,ITEMS SCRAPED 360,PAGE 10,PAGE 10,PAGE 10,PAGE 10,PAGE 10,PAGE 10,PAGE 10,
https://www.homes.com/property/1274-sussex-way-hayward-ca/pqqee294l1rw9/,"1274 Sussex Way, Hayward, CA 94544","$289,500",1,ALAMEDACOUNTY,94544,"$1,580","$1,880","$2,290","$2,990","$3,530",
https://www.homes.com/property/3135-e-27th-st-oakland-ca/jv7g5xl4hb0kk/,"3135 E 27th St, Oakland, CA 94601","$299,999",2,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/1258-via-nube-san-lorenzo-ca/6j1b36h0hbk6g/,"1258 Via Nube, San Lorenzo, CA 94580","$775,000",1,ALAMEDACOUNTY,94580,"$1,670","$1,980","$2,420","$3,160","$3,730",
https://www.homes.com/property/36171-san-pedro-dr-fremont-ca/3155xh0gk6l8x/,"36171 San Pedro Dr, Fremont, CA 94536","$1,299,000",1,ALAMEDACOUNTY,94536,"$2,030","$2,420","$2,950","$3,860","$4,550",
https://www.homes.com/property/340-29th-ave-oakland-ca-unit-203/qqv5zmrlt1ttz/,"340 29th Ave Unit 203, Oakland, CA 94601","$489,000",1,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/16497-kent-ave-san-lorenzo-ca/ppeebpfg2x3d3/,"16497 Kent Ave, San Lorenzo, CA 94580","$825,000",1,ALAMEDACOUNTY,94580,"$1,670","$1,980","$2,420","$3,160","$3,730",
https://www.homes.com/property/unlisted-address/mz1pj9jrphxy6/,Unlisted Address,"$549,000",1,ALAMEDACOUNTY,,1658,1969,2405,3144,3706,
https://www.homes.com/property/1464-55th-ave-oakland-ca/p18rgwkk9f3q5/,"1464 55th Ave, Oakland, CA 94621","$799,000",4,ALAMEDACOUNTY,94621,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/940-edy-ln-oakland-ca/9d910p3cm467q/,"940 Edy Ln, Oakland, CA 94607","$699,000",1,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/200-2nd-st-oakland-ca-unit-315/3svre7ks3n57v/,"200 2nd St Unit 315, Oakland, CA 94607","$849,000",1,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/2250-39th-ave-oakland-ca/2hhdqdmxtskb3/,"2250 39th Ave, Oakland, CA 94601","$699,000",1,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/4456-gina-st-fremont-ca/qq4r3snmqhq0p/,"4456 Gina St, Fremont, CA 94538","$999,888",1,ALAMEDACOUNTY,94538,"$2,120","$2,520","$3,080","$4,030","$4,750",
https://www.homes.com/property/1725-13th-ave-oakland-ca/d23v8c95ty3w0/,"1725 13th Ave, Oakland, CA 94606","$2,000,000",3,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/354-santa-clara-ave-oakland-ca/jzhj3yg37eg6x/,"354 Santa Clara Ave, Oakland, CA 94610","$895,000",2,ALAMEDACOUNTY,94610,"$1,690","$2,010","$2,450","$3,200","$3,780",
https://www.homes.com/property/2308-haste-st-berkeley-ca-unit-a/mssv0lzlpt46b/,"2308 Haste St Unit A, Berkeley, CA 94704","$598,000",1,ALAMEDACOUNTY,94704,"$1,660","$1,970","$2,410","$3,150","$3,710",
https://www.homes.com/property/428-alice-st-oakland-ca-unit-504/g34h5dz9lz57k/?l=lr3kld4qtjpeq,"428 Alice St Unit 504, Oakland, CA 94607","$724,800",1,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/830-36th-st-emeryville-ca/15m9mcwpfremq/,"830 36th St, Emeryville, CA 94608","$779,900",2,ALAMEDACOUNTY,94608,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.homes.com/property/218-tomas-way-pleasanton-ca/mnjez7m4spz0d/,"218 Tomas Way, Pleasanton, CA 94566","$1,225,000",1,ALAMEDACOUNTY,94566,"$2,100","$2,500","$3,050","$3,990","$4,700",
https://www.homes.com/property/5824-skyline-blvd-oakland-ca/snvv9e1jfkhjv/,"5824 Skyline Blvd, Oakland, CA 94611","$2,995,000",2,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.homes.com/property/43177-continental-dr-fremont-ca/59sdny8f5xqxq/,"43177 Continental Dr, Fremont, CA 94538","$1,275,000",1,ALAMEDACOUNTY,94538,"$2,120","$2,520","$3,080","$4,030","$4,750",
https://www.homes.com/property/330-bryant-ave-alameda-ca/l9y5ry6r712pj/,"330 Bryant Ave, Alameda, CA 94501","$1,598,888",1,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.homes.com/property/3229-elm-st-oakland-ca/5qwpt91xfbwxn/,"3229 Elm St, Oakland, CA 94609","$1,599,000",3,ALAMEDACOUNTY,94609,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.homes.com/property/3677-virden-ave-oakland-ca/e5te4s64d2s2w/,"3677 Virden Ave, Oakland, CA 94619","$1,100,000",1,ALAMEDACOUNTY,94619,"$1,430","$1,700","$2,080","$2,720","$3,230",
https://www.homes.com/property/1312-92nd-ave-oakland-ca/wd9yms9v8bk34/,"1312 92nd Ave, Oakland, CA 94603","$439,000",2,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/615-canyon-oaks-dr-oakland-ca-unit-c/s16s83f40pj5l/,"615 Canyon Oaks Dr Unit C, Oakland, CA 94605","$520,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/6251-girvin-dr-oakland-ca/g9vbl9s28f64t/,"6251 Girvin Dr, Oakland, CA 94611","$1,295,000",1,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.homes.com/property/1570-165th-ave-san-leandro-ca-unit-205/mfwx7wejqpwd9/,"1570 165th Ave Unit 205, San Leandro, CA 94578","$449,000",1,ALAMEDACOUNTY,94578,"$1,480","$1,760","$2,150","$2,810","$3,310",
https://www.homes.com/property/1201-pine-st-oakland-ca-unit-115/k0zm5h4b9r356/,"1201 Pine St Unit 115, Oakland, CA 94607","$499,900",1,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/1605-francisco-st-berkeley-ca/0brzxzfv0fq83/,"1605 Francisco St, Berkeley, CA 94703","$980,000",1,ALAMEDACOUNTY,94703,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.homes.com/property/1055-48th-st-emeryville-ca/hk0dlsn3rhw96/,"1055 48th St, Emeryville, CA 94608","$1,250,000",1,ALAMEDACOUNTY,94608,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.homes.com/property/2038-melvin-rd-oakland-ca/9z0hy32m2bleq/,"2038 Melvin Rd, Oakland, CA 94602","$1,495,000",1,ALAMEDACOUNTY,94602,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/6410-outlook-ave-oakland-ca/k88x030rxpct5/,"6410 Outlook Ave, Oakland, CA 94605","$749,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/5939-laird-ave-oakland-ca/rmgfz572edk4f/?l=s6wrj4e8f7nqv,"5939 Laird Ave, Oakland, CA 94605","$898,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/3824-suter-st-oakland-ca/lze3f581txsrw/,"3824 Suter St, Oakland, CA 94619","$675,000",1,ALAMEDACOUNTY,94619,"$1,430","$1,700","$2,080","$2,720","$3,230",
https://www.homes.com/property/24355-israel-ct-hayward-ca/qhpge0nfes76k/,"24355 Israel Ct, Hayward, CA 94541","$475,000",1,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.homes.com/property/830-trestle-glen-rd-oakland-ca/vp06gnbq0ngyt/,"830 Trestle Glen Rd, Oakland, CA 94610","$1,925,000",2,ALAMEDACOUNTY,94610,"$1,690","$2,010","$2,450","$3,200","$3,780",
https://www.homes.com/property/3160-d-st-hayward-ca/56151db4pw5nq/,"3160 D St, Hayward, CA 94541","$1,050,000",1,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.homes.com/property/575-ginkgo-terrace-fremont-ca/xyxjylrznqybl/,"575 Ginkgo Terrace, Fremont, CA 94539","$1,599,999",1,ALAMEDACOUNTY,94539,"$2,330","$2,770","$3,380","$4,420","$5,210",
https://www.homes.com/property/38623-cherry-ln-fremont-ca-unit-224/xbd28yskkvedz/,"38623 Cherry Ln Unit 224, Fremont, CA 94536","$748,000",1,ALAMEDACOUNTY,94536,"$2,030","$2,420","$2,950","$3,860","$4,550",
https://www.homes.com/property/16770-rolando-ave-san-leandro-ca/z669y64mf2dts/?l=lf6dcyc1nnwsk,"16770 Rolando Ave, San Leandro, CA 94578","$1,330,000",1,ALAMEDACOUNTY,94578,"$1,480","$1,760","$2,150","$2,810","$3,310",
PAGE https://www.homes.com/alameda-county-ca/p11/,STATUS CODE 200,HOMES.COM,ITEMS SCRAPED 400,PAGE 11,PAGE 11,PAGE 11,PAGE 11,PAGE 11,PAGE 11,PAGE 11,
https://www.homes.com/property/307-kauai-cir-union-city-ca-unit-307/jsp6vyq5781xx/,"307 Kauai Cir Unit 307, Union City, CA 94587","$300,000",1,ALAMEDACOUNTY,94587,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.homes.com/property/2511-12th-ave-oakland-ca/60j62m1tbk6m6/,"2511 12th Ave, Oakland, CA 94606","$625,000",1,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/27412-portsmouth-ave-hayward-ca/62y1z23z3zmp9/,"27412 Portsmouth Ave, Hayward, CA 94545","$899,999",1,ALAMEDACOUNTY,94545,"$1,770","$2,100","$2,570","$3,360","$3,960",
https://www.homes.com/property/32420-monterey-dr-union-city-ca/hlmlp15ebnhj4/,"32420 Monterey Dr, Union City, CA 94587","$1,699,000",1,ALAMEDACOUNTY,94587,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.homes.com/property/2216-e-25th-st-oakland-ca/dyxwxtvs3l9l8/,"2216 E 25th St, Oakland, CA 94606","$535,000",1,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/3141-california-st-berkeley-ca/lekqx38pd3qkj/,"3141 California St, Berkeley, CA 94703","$1,699,000",1,ALAMEDACOUNTY,94703,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.homes.com/property/4017-stanley-blvd-pleasanton-ca/35q5xryk6c0lk/,"4017 Stanley Blvd, Pleasanton, CA 94566","$1,799,995",1,ALAMEDACOUNTY,94566,"$2,100","$2,500","$3,050","$3,990","$4,700",
https://www.homes.com/property/2406-highland-ave-oakland-ca/094nwwhfww72d/,"2406 Highland Ave, Oakland, CA 94606","$698,000",1,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/31-windward-hill-oakland-ca/852kyfrgwbk45/,"31 Windward Hill, Oakland, CA 94618","$1,449,000",1,ALAMEDACOUNTY,94618,"$1,990","$2,370","$2,890","$3,780","$4,450",
https://www.homes.com/property/7365-claremont-ave-berkeley-ca/1xjw8f39f6rft/,"7365 Claremont Ave, Berkeley, CA 94705","$759,000",2,ALAMEDACOUNTY,94705,"$1,680","$2,000","$2,440","$3,190","$3,760",
https://www.homes.com/property/1642-orvieto-ct-pleasanton-ca/dys1lmy9q27n3/,"1642 Orvieto Ct, Pleasanton, CA 94566","$4,500,000",2,ALAMEDACOUNTY,94566,"$2,100","$2,500","$3,050","$3,990","$4,700",
https://www.homes.com/property/3487-pennsylvania-common-fremont-ca/tfedzpkwj1sd7/,"3487 Pennsylvania Common, Fremont, CA 94536","$695,000",1,ALAMEDACOUNTY,94536,"$2,030","$2,420","$2,950","$3,860","$4,550",
https://www.homes.com/property/1324-campbell-st-oakland-ca/xzvlvrpdm177z/,"1324 Campbell St, Oakland, CA 94607","$950,000",1,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.homes.com/property/3444-chaplet-st-san-leandro-ca/kqk320m4xeyl1/,"3444 Chaplet St, San Leandro, CA 94577","$939,000",1,ALAMEDACOUNTY,94577,"$1,560","$1,850","$2,260","$2,950","$3,480",
https://www.homes.com/property/479-37th-st-oakland-ca/0j4r53khpwy90/,"479 37th St, Oakland, CA 94609","$1,059,000",1,ALAMEDACOUNTY,94609,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.homes.com/property/814-voyager-way-hayward-ca/t5fqmq6c7vw18/,"814 Voyager Way, Hayward, CA 94544","$598,000",1,ALAMEDACOUNTY,94544,"$1,580","$1,880","$2,290","$2,990","$3,530",
https://www.homes.com/property/4449-inyo-ct-fremont-ca/wz8qt2q7cz4x9/,"4449 Inyo Ct, Fremont, CA 94538","$1,550,000",1,ALAMEDACOUNTY,94538,"$2,120","$2,520","$3,080","$4,030","$4,750",
https://www.homes.com/property/6534-gwin-rd-oakland-ca/y5vbrcrs6nj27/,"6534 Gwin Rd, Oakland, CA 94611","$1,299,000",1,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
